"subjID" "choice" "RT"
"sub03" 2 0.5514
"sub03" 1 1.0755
"sub03" 2 0.4623
"sub03" 2 0.6845
"sub03" 1 0.5969
"sub03" 1 0.3971
"sub03" 2 0.5556
"sub03" 2 0.4709
"sub03" 2 0.4134
"sub03" 1 0.8331
"sub03" 1 0.6441
"sub03" 2 0.4169
"sub03" 1 0.4855
"sub04" 2 0.6687
"sub04" 2 0.9524
"sub04" 2 0.5729
"sub04" 2 1.0607
"sub04" 2 1.5444
"sub04" 2 1.3819
"sub04" 2 0.8546
"sub04" 2 1.2845
"sub04" 2 0.8639
"sub04" 2 1.3363
"sub04" 2 0.9819
"sub04" 2 1.232
"sub04" 2 1.2694
"sub04" 2 1.4701
"sub04" 2 1.3186
"sub04" 2 0.6992
"sub04" 2 1.2074
"sub04" 2 1.408
"sub04" 2 0.8456
"sub04" 2 0.6566
"sub04" 2 0.7704
"sub04" 2 0.7957
"sub04" 2 0.8186
"sub04" 2 0.781
"sub04" 2 0.8514
"sub04" 2 0.8475
"sub04" 2 0.8245
"sub04" 2 1.5641
"sub04" 2 0.4963
"sub04" 2 1.1418
"sub04" 2 1.7258
"sub04" 2 1.107
"sub04" 2 0.6173
"sub04" 2 0.6014
"sub04" 2 0.7413
"sub04" 2 1.1319
"sub04" 2 0.7101
"sub04" 2 1.0982
"sub04" 2 0.8877
"sub04" 2 0.6783
"sub04" 2 0.6574
"sub04" 2 0.4589
"sub04" 2 0.5189
"sub04" 2 1.0979
"sub04" 2 0.5514
"sub04" 2 0.6192
"sub04" 2 1.2889
"sub04" 2 1.4949
"sub04" 2 1.72
"sub04" 2 1.2533
"sub04" 2 0.9014
"sub04" 2 1.2012
"sub04" 2 0.7318
"sub04" 2 0.8297
"sub04" 2 1.1759
"sub04" 2 0.7669
"sub04" 2 1.5903
"sub04" 2 0.7297
"sub04" 2 0.993
"sub04" 2 1.1429
"sub04" 2 0.8213
"sub04" 2 0.6275
"sub04" 2 0.9449
"sub04" 2 1.5613
"sub04" 2 0.8695
"sub04" 2 0.9992
"sub04" 2 0.5337
"sub04" 2 0.5688
"sub04" 2 0.4749
"sub04" 2 1.0706
"sub04" 2 1.4858
"sub04" 2 0.9744
"sub04" 2 1.038
"sub04" 2 1.0284
"sub04" 2 1.1431
"sub04" 2 0.7534
"sub04" 2 1.1977
"sub04" 2 0.9008
"sub04" 2 1.3271
"sub04" 2 1.1795
"sub04" 2 0.683
"sub04" 2 0.8427
"sub04" 2 1.6459
"sub04" 2 0.7973
"sub04" 2 0.7133
"sub04" 2 1.4332
"sub04" 2 0.6273
"sub04" 2 0.9771
"sub04" 2 1.3042
"sub04" 1 1.6216
"sub04" 2 1.1209
"sub04" 2 1.2554
"sub04" 2 0.4855
"sub04" 2 1.3627
"sub04" 2 1.3426
"sub04" 2 0.9321
"sub04" 2 0.843
"sub04" 2 0.527
"sub04" 2 1.2571
"sub04" 2 0.9866
"sub04" 2 0.5953
"sub04" 2 0.57
"sub04" 2 0.8965
"sub04" 1 0.8793
"sub04" 2 1.4672
"sub04" 2 1.1262
"sub04" 2 0.9316
"sub04" 2 0.6293
"sub04" 2 0.7573
"sub04" 2 1.0933
"sub04" 2 1.561
"sub04" 2 1.0555
"sub04" 2 0.8195
"sub04" 2 1.5724
"sub04" 2 0.9011
"sub04" 2 1.699
"sub04" 2 1.27
"sub04" 2 0.8508
"sub04" 2 1.0505
"sub04" 2 1.1242
"sub04" 2 0.9596
"sub04" 2 1.0749
"sub04" 2 1.4055
"sub04" 2 1.03
"sub04" 2 1.0819
"sub04" 2 0.9174
"sub04" 2 1.5477
"sub04" 2 0.8541
"sub05" 1 0.6024
"sub05" 2 0.8823
"sub05" 2 1.0323
"sub05" 2 0.7888
"sub05" 2 0.5086
"sub05" 2 0.5187
"sub05" 1 0.7672
"sub05" 2 0.5638
"sub05" 2 0.4517
"sub05" 1 1.0487
"sub05" 1 0.8172
"sub05" 1 0.836
"sub05" 1 0.799
"sub05" 2 0.4062
"sub05" 2 0.3427
"sub05" 2 0.4665
"sub05" 1 0.6507
"sub05" 2 0.4109
"sub05" 1 0.432
"sub05" 2 0.3811
"sub05" 1 0.5779
"sub05" 1 0.7176
"sub05" 2 0.3844
"sub05" 2 0.4992
"sub05" 1 0.4752
"sub05" 2 0.55
"sub05" 2 0.4491
"sub05" 2 0.3661
"sub05" 1 0.7057
"sub05" 2 0.7196
"sub05" 1 0.5629
"sub05" 2 0.5473
"sub05" 1 0.9088
"sub05" 1 0.9812
"sub05" 1 0.4348
"sub05" 1 0.6606
"sub05" 2 0.3901
"sub05" 2 0.3896
"sub05" 2 0.4304
"sub05" 1 0.7124
"sub05" 2 0.3872
"sub05" 1 0.39
"sub05" 1 0.3833
"sub05" 1 0.7355
"sub05" 2 0.3624
"sub05" 2 0.4392
"sub05" 1 0.6202
"sub05" 2 0.4089
"sub05" 2 0.3914
"sub05" 1 0.3892
"sub05" 2 0.4028
"sub05" 2 0.4259
"sub05" 1 0.8311
"sub05" 2 0.4784
"sub05" 1 0.7191
"sub05" 1 0.6012
"sub05" 2 0.5427
"sub05" 2 0.3898
"sub05" 2 0.3832
"sub05" 1 0.8132
"sub05" 2 0.416
"sub05" 2 0.4993
"sub05" 2 0.4254
"sub05" 1 0.5082
"sub05" 1 0.5628
"sub05" 2 0.4069
"sub05" 1 0.4703
"sub05" 1 0.3746
"sub05" 1 0.8789
"sub05" 2 0.3965
"sub05" 2 0.3665
"sub05" 1 0.4403
"sub05" 1 0.4015
"sub05" 1 0.7349
"sub05" 1 0.7073
"sub05" 1 0.6006
"sub05" 2 0.4007
"sub05" 2 0.6278
"sub05" 1 0.4095
"sub05" 2 0.6251
"sub05" 2 0.4192
"sub05" 1 0.4334
"sub07" 2 0.4407
"sub07" 1 0.8953
"sub07" 2 0.8861
"sub07" 1 0.8197
"sub07" 2 0.57
"sub07" 1 0.7107
"sub07" 2 0.6336
"sub07" 2 0.5569
"sub07" 1 0.9261
"sub07" 2 0.3698
"sub07" 1 0.9746
"sub07" 2 0.7853
"sub07" 2 0.9434
"sub07" 1 0.4979
"sub07" 2 0.8035
"sub07" 2 1.091
"sub07" 2 0.8714
"sub07" 2 0.4749
"sub07" 1 0.9184
"sub07" 1 1.1516
"sub07" 1 1.5577
"sub07" 2 0.4227
"sub07" 1 0.7394
"sub07" 1 0.8317
"sub07" 1 1.1009
"sub07" 1 1.117
"sub07" 2 0.9725
"sub07" 2 0.4176
"sub07" 2 0.7083
"sub07" 2 0.5086
"sub07" 2 0.5391
"sub07" 1 0.604
"sub07" 1 1.5261
"sub07" 1 1.1316
"sub07" 2 0.4796
"sub07" 2 0.6833
"sub07" 2 0.3865
"sub07" 2 0.6689
"sub07" 1 0.5165
"sub07" 2 0.4232
"sub07" 1 0.7282
"sub07" 1 0.976
"sub07" 1 0.7733
"sub07" 2 1.0488
"sub07" 1 0.9033
"sub07" 1 0.8021
"sub07" 1 0.7826
"sub07" 2 0.5534
"sub07" 2 0.7267
"sub07" 1 0.9591
"sub07" 2 1.3258
"sub07" 2 1.1657
"sub07" 2 0.4157
"sub07" 2 0.4399
"sub07" 2 0.6444
"sub07" 2 0.3922
"sub07" 2 0.6618
"sub07" 2 0.4571
"sub07" 1 0.7745
"sub07" 2 0.4452
"sub07" 1 0.5587
"sub07" 2 0.3624
"sub07" 2 0.4226
"sub07" 2 0.3832
"sub07" 2 0.4808
"sub07" 1 0.5349
"sub07" 2 0.3777
"sub07" 1 0.6866
"sub07" 2 0.6233
"sub07" 2 0.5475
"sub07" 1 0.6
"sub07" 2 0.6365
"sub07" 2 0.4029
"sub07" 1 0.5328
"sub07" 2 0.5499
"sub07" 1 0.7438
"sub07" 2 0.3986
"sub07" 1 0.8296
"sub07" 2 0.3412
"sub07" 1 0.6764
"sub07" 2 0.4382
"sub07" 1 0.5943
"sub07" 1 1.1658
"sub07" 2 0.4539
"sub07" 2 0.4277
"sub07" 2 0.6191
"sub07" 1 0.7217
"sub07" 1 0.4657
"sub07" 1 0.5355
"sub07" 2 0.4796
"sub07" 1 0.7389
"sub07" 1 0.6348
"sub07" 1 0.813
"sub07" 2 0.3607
"sub07" 2 0.5059
"sub07" 2 0.5268
"sub07" 2 0.5122
"sub07" 1 0.5579
"sub07" 2 0.6366
"sub07" 2 0.5139
"sub07" 2 0.4794
"sub07" 2 0.8383
"sub07" 1 0.5126
"sub07" 1 0.8083
"sub07" 2 0.4673
"sub07" 1 0.4596
"sub07" 1 0.7348
"sub07" 2 0.6834
"sub07" 2 0.4439
"sub07" 1 0.6536
"sub07" 2 0.4152
"sub08" 2 0.856
"sub08" 2 1.1611
"sub08" 2 0.5451
"sub08" 2 1.2357
"sub08" 2 0.6733
"sub08" 2 0.9761
"sub08" 2 1.7731
"sub08" 2 1.1488
"sub08" 2 0.7718
"sub08" 2 0.6119
"sub08" 2 0.8435
"sub08" 2 1.2653
"sub08" 2 0.9838
"sub08" 2 1.6284
"sub08" 2 0.6659
"sub08" 2 0.9916
"sub08" 2 0.8086
"sub08" 2 0.7908
"sub08" 2 0.5297
"sub08" 2 0.5529
"sub08" 2 1.3636
"sub08" 2 1.0404
"sub08" 2 0.7139
"sub08" 2 0.6727
"sub08" 2 0.7727
"sub08" 2 0.6432
"sub08" 2 0.5878
"sub08" 2 0.6577
"sub08" 2 1.313
"sub08" 2 0.7389
"sub08" 2 0.6598
"sub08" 2 0.89
"sub08" 2 1.4566
"sub08" 2 0.6594
"sub08" 2 0.6719
"sub08" 2 1.0085
"sub08" 2 0.5732
"sub08" 2 0.6686
"sub08" 2 1.1164
"sub08" 2 0.5893
"sub08" 2 0.8166
"sub08" 2 0.5338
"sub08" 2 0.9653
"sub08" 2 1.1084
"sub08" 2 0.9607
"sub08" 2 0.8251
"sub08" 2 0.4912
"sub08" 2 0.4111
"sub08" 2 0.7363
"sub08" 2 0.9282
"sub08" 2 0.4444
"sub08" 2 0.4771
"sub08" 2 1.0537
"sub08" 2 1.464
"sub08" 2 0.7082
"sub08" 2 0.6934
"sub08" 2 0.8937
"sub08" 2 0.6346
"sub08" 2 1.0095
"sub08" 2 1.7028
"sub08" 2 0.6924
"sub08" 2 0.6808
"sub08" 2 0.4506
"sub08" 2 0.7014
"sub08" 2 0.9122
"sub08" 2 0.4268
"sub08" 2 0.5562
"sub08" 2 0.6141
"sub08" 2 0.5171
"sub08" 2 0.8139
"sub08" 2 0.8385
"sub08" 2 0.6272
"sub08" 2 0.5726
"sub08" 2 0.4483
"sub08" 2 0.7594
"sub08" 2 0.4954
"sub08" 2 1.2654
"sub08" 2 0.647
"sub08" 2 0.8858
"sub08" 2 0.8268
"sub08" 2 1.0989
"sub08" 2 0.7392
"sub08" 2 0.779
"sub08" 2 0.8258
"sub08" 2 0.7134
"sub08" 2 0.4802
"sub08" 2 1.6163
"sub08" 2 0.5855
"sub08" 2 0.5422
"sub08" 2 0.7058
"sub08" 2 0.5855
"sub08" 2 0.6335
"sub08" 2 0.8199
"sub08" 2 0.6743
"sub08" 2 0.7626
"sub08" 2 0.5124
"sub08" 2 0.5059
"sub08" 2 0.5261
"sub08" 2 0.7732
"sub08" 2 0.657
"sub08" 2 0.6139
"sub08" 2 0.538
"sub08" 2 1.1566
"sub08" 2 0.914
"sub08" 2 1.3705
"sub08" 2 0.6518
"sub08" 2 0.7769
"sub08" 2 1.5694
"sub08" 2 0.7039
"sub08" 2 0.6194
"sub08" 2 0.6773
"sub08" 2 0.5502
"sub08" 2 1.0394
"sub08" 2 0.7206
"sub08" 2 0.5963
"sub08" 2 0.8418
"sub08" 2 0.6085
"sub08" 2 0.6866
"sub08" 2 0.9009
"sub08" 2 0.3817
"sub08" 2 0.5009
"sub08" 2 0.6124
"sub08" 2 0.6737
"sub08" 1 0.6442
"sub08" 2 0.6929
"sub08" 2 0.477
"sub08" 2 1.6805
"sub08" 2 0.5278
"sub08" 2 0.4886
"sub08" 2 0.5251
"sub08" 2 0.8303
"sub08" 2 0.914
"sub08" 2 0.6135
"sub08" 2 0.6388
"sub08" 2 0.6188
"sub08" 2 0.6002
"sub08" 2 0.4237
"sub08" 2 0.6024
"sub08" 2 1.0125
"sub08" 2 1.6014
"sub08" 2 1.2491
"sub08" 2 0.5559
"sub08" 2 0.8435
"sub08" 2 0.6082
"sub08" 2 0.6202
"sub08" 2 0.6798
"sub08" 2 0.6023
"sub08" 2 1.0014
"sub08" 2 0.6899
"sub08" 2 0.6957
"sub08" 2 0.5976
"sub08" 2 0.8554
"sub08" 2 0.737
"sub08" 2 0.5672
"sub08" 2 1.2241
"sub08" 2 0.7022
"sub08" 2 0.9275
"sub08" 2 1.0232
"sub08" 2 0.7369
"sub08" 2 0.7105
"sub08" 2 0.6766
"sub08" 2 1.0753
"sub08" 2 1.1342
"sub08" 2 0.6842
"sub08" 2 1.2965
"sub08" 2 0.4849
"sub08" 2 0.6075
"sub08" 2 0.3543
"sub08" 2 0.5165
"sub08" 2 0.5751
"sub09" 2 0.9515
"sub09" 2 1.4051
"sub09" 1 0.7442
"sub09" 2 0.6998
"sub09" 2 0.6361
"sub09" 2 0.5672
"sub09" 1 1.2972
"sub09" 1 0.8263
"sub09" 2 0.9374
"sub09" 1 0.8562
"sub09" 2 0.4994
"sub09" 2 0.8045
"sub09" 1 0.5675
"sub09" 2 0.6
"sub09" 2 0.5018
"sub09" 1 0.5731
"sub09" 2 0.4973
"sub09" 1 0.7884
"sub09" 1 0.5606
"sub09" 2 0.6594
"sub09" 1 0.62
"sub09" 2 0.5259
"sub09" 2 0.7425
"sub09" 2 0.9267
"sub09" 2 0.976
"sub09" 1 0.5092
"sub09" 2 0.6534
"sub09" 2 0.4955
"sub09" 2 0.4259
"sub09" 1 1.9816
"sub09" 2 0.4535
"sub09" 2 0.4902
"sub09" 1 0.7634
"sub09" 2 0.4171
"sub09" 1 0.796
"sub09" 1 0.8089
"sub09" 2 0.4879
"sub09" 1 0.6091
"sub09" 1 1.1188
"sub09" 2 1.5456
"sub09" 1 0.5716
"sub09" 1 0.6741
"sub09" 1 0.5603
"sub09" 1 1.0338
"sub09" 1 0.7842
"sub09" 1 0.7858
"sub09" 1 0.5319
"sub09" 1 0.6306
"sub09" 2 1.3755
"sub09" 2 0.9127
"sub09" 2 0.6128
"sub09" 1 0.4384
"sub09" 2 0.478
"sub09" 2 0.5782
"sub09" 1 0.8287
"sub09" 2 0.8227
"sub09" 2 0.7467
"sub09" 1 1.3047
"sub09" 1 0.5466
"sub09" 2 0.3441
"sub09" 1 0.4744
"sub09" 1 0.8808
"sub09" 1 0.6585
"sub09" 2 0.5009
"sub09" 1 0.6691
"sub09" 2 0.9206
"sub09" 1 0.6602
"sub09" 2 0.626
"sub09" 1 0.8689
"sub09" 1 0.9846
"sub09" 1 0.7769
"sub09" 2 0.9467
"sub09" 1 0.9942
"sub09" 2 0.5714
"sub09" 1 0.646
"sub09" 1 1.0469
"sub09" 2 1.4426
"sub09" 1 0.7378
"sub09" 2 0.8736
"sub09" 2 0.4618
"sub10" 2 0.7374
"sub10" 2 0.4432
"sub10" 2 0.7568
"sub10" 2 0.924
"sub10" 2 1.0135
"sub10" 2 1.0076
"sub10" 1 0.7507
"sub10" 2 0.3684
"sub10" 2 1.2292
"sub10" 2 0.8426
"sub10" 2 0.7009
"sub10" 2 0.3928
"sub10" 2 1.1467
"sub10" 2 0.3687
"sub10" 2 0.6095
"sub10" 2 0.4233
"sub10" 1 1.2872
"sub10" 2 0.4369
"sub10" 1 0.7808
"sub10" 2 0.7225
"sub10" 2 0.5237
"sub10" 2 0.6735
"sub10" 2 0.4777
"sub10" 2 0.5154
"sub10" 2 0.4166
"sub10" 2 0.5636
"sub10" 2 0.3982
"sub10" 2 0.7473
"sub10" 2 0.8047
"sub10" 1 1.2505
"sub10" 2 0.5164
"sub10" 2 0.8486
"sub10" 2 0.4876
"sub10" 2 0.9061
"sub10" 2 1.0902
"sub10" 2 0.7496
"sub10" 2 0.7252
"sub10" 2 0.5874
"sub10" 2 0.7333
"sub10" 2 0.5166
"sub10" 2 0.5555
"sub10" 2 0.5221
"sub10" 2 0.9051
"sub10" 2 0.5781
"sub10" 2 0.8524
"sub10" 2 1.1345
"sub10" 2 0.6577
"sub10" 2 1.4999
"sub10" 2 0.5406
"sub10" 2 0.697
"sub10" 2 0.4402
"sub10" 2 1.2752
"sub10" 2 0.8707
"sub10" 2 0.692
"sub10" 2 1.3634
"sub10" 1 1.0229
"sub10" 2 0.5473
"sub10" 2 0.601
"sub10" 2 0.4861
"sub10" 2 1.0661
"sub10" 2 0.5699
"sub10" 2 0.436
"sub10" 2 1.3072
"sub10" 2 0.5988
"sub10" 2 0.5022
"sub10" 2 0.4363
"sub10" 2 0.4222
"sub10" 2 0.9255
"sub10" 2 1.0925
"sub10" 2 1.0749
"sub10" 2 1.2943
"sub10" 2 1.4571
"sub10" 2 0.8124
"sub10" 2 0.7984
"sub10" 2 0.5765
"sub10" 2 0.7492
"sub10" 2 0.8683
"sub10" 2 0.7075
"sub10" 2 0.8555
"sub10" 2 0.76
"sub10" 2 0.5041
"sub10" 2 0.6639
"sub10" 2 0.3918
"sub10" 2 0.7107
"sub10" 2 0.8986
"sub10" 2 0.7298
"sub10" 2 0.4106
"sub10" 2 0.4884
"sub10" 1 0.6416
"sub10" 2 0.6608
"sub10" 2 1.0941
"sub10" 2 0.4115
"sub10" 2 0.5881
"sub10" 2 0.8157
"sub10" 2 0.6821
"sub10" 2 0.432
"sub10" 2 0.6075
"sub10" 1 0.8044
"sub10" 2 0.8082
"sub10" 2 1.5219
"sub10" 2 0.6522
"sub10" 2 1.4283
"sub10" 2 0.4391
"sub10" 2 0.6369
"sub10" 2 0.6646
"sub10" 2 0.599
"sub10" 2 0.7207
"sub10" 2 0.4354
"sub10" 2 0.5654
"sub10" 2 0.6882
"sub10" 2 0.6858
"sub10" 2 0.8024
"sub10" 2 0.7848
"sub10" 2 0.632
"sub10" 2 0.4417
"sub10" 2 0.6677
"sub10" 2 0.3917
"sub10" 1 0.664
"sub10" 2 0.8272
"sub10" 2 0.7743
"sub10" 2 0.7735
"sub10" 2 1.4043
"sub10" 2 1.2611
"sub10" 1 0.8608
"sub10" 2 0.6647
"sub10" 2 0.6386
"sub10" 2 0.8509
"sub10" 2 1.3531
"sub10" 2 0.6575
"sub10" 2 0.9415
"sub10" 2 1.2981
"sub10" 2 0.5159
"sub10" 2 1.3299
"sub100" 2 1.3137
"sub100" 2 1.3252
"sub100" 2 0.9109
"sub100" 2 0.6845
"sub100" 2 0.6274
"sub100" 2 0.6265
"sub100" 2 0.8457
"sub100" 2 0.9405
"sub100" 1 1.0961
"sub100" 2 0.7691
"sub100" 2 0.6959
"sub100" 2 0.8119
"sub100" 2 1.2897
"sub100" 2 0.8736
"sub100" 2 0.7118
"sub100" 2 1.0788
"sub100" 1 1.0211
"sub100" 2 0.6378
"sub100" 2 1.045
"sub100" 2 1.1595
"sub100" 2 0.8111
"sub100" 2 0.7569
"sub100" 2 0.4747
"sub100" 2 0.4777
"sub100" 2 0.6915
"sub100" 2 0.4344
"sub100" 2 0.4807
"sub100" 2 0.5274
"sub100" 2 0.9548
"sub100" 2 1.4346
"sub100" 2 0.9695
"sub100" 2 0.7342
"sub100" 2 1.1669
"sub100" 2 1.3372
"sub100" 2 1.3582
"sub100" 2 1.3047
"sub100" 2 0.7612
"sub100" 2 1.8072
"sub100" 2 1.1638
"sub100" 2 0.9694
"sub100" 2 0.9693
"sub100" 2 0.5308
"sub100" 2 0.779
"sub100" 2 0.6653
"sub100" 2 0.8349
"sub100" 2 0.6606
"sub100" 2 0.8179
"sub100" 2 0.8578
"sub100" 2 0.8779
"sub100" 2 0.7809
"sub100" 1 1.6268
"sub100" 2 0.553
"sub100" 2 0.5592
"sub100" 2 1.1782
"sub100" 2 0.9347
"sub100" 2 0.8639
"sub100" 2 1.2094
"sub100" 2 1.1694
"sub100" 2 1.3083
"sub100" 2 0.8617
"sub100" 2 0.5547
"sub100" 2 1.427
"sub100" 2 0.5322
"sub100" 2 0.8936
"sub100" 2 0.8601
"sub100" 2 0.8034
"sub100" 2 0.7699
"sub100" 2 1.4703
"sub100" 2 1.1022
"sub100" 2 0.8793
"sub100" 2 0.4875
"sub100" 2 1.6538
"sub100" 2 0.496
"sub100" 2 1.141
"sub100" 2 0.5142
